VOIE_ID,VOIE_COMPLET,VOIE_FANTOIR,VOIE_DATECRE,VOIE_REAL,VOIE_OFFICIEL,TENANT,ABOUTISSANT,DENOM_ANNEE,DM_SEANCE,DELIB_NUM,COTE_ARCHIVES,DENOM_ORIGINE,DENOM_N_MOINS_1,DENOM_N_MOINS_1_ANNEE,DENOM_N_MOINS_2,DENOM_N_MOINS_2_ANNEE,LIEN_EXTERNE,OBSERVATIONS,GeoJSON
1310,Parvis Abbé Pierre,55,2007-07-09,oui,oui,FELIX POULAT (RUE),ABREUVOIR (RUE DE L'),2007,2009-07-09,,2950W 426,"Henri Grouès, dit l’abbé Pierre, né le 5 août 1912 à Lyon et mort le 22 janvier 2007 à Paris. Prêtre catholique français de l'Ordre des Frères mineurs capucins, résistant, puis député, fondateur du Mouvement Emmaüs.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Abb%C3%A9_Pierre,Dénommée le 03.07.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.72590068523846,45.1900498307699],[5.72596637013713,45.189957399063],[5.72602527690283,45.1898745052518]]}"
1311,Square de la Mutualité,5231,2007-07-09,oui,oui,JOSEPH CHANRION (RUE),JEAN MOULIN (PLACE),2007,2007-07-09,,2950W 428,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Dénommée le 03.07.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.73708754358745,45.1891779285563],[5.73740262996928,45.189395885418]]}"
1330,Rue du 19 mars 1962,2122,2007-01-29,oui,oui,SAINT ROCH (AVENUE),JULES FLANDRIN (RUE),2007,2007-01-29,,2950W 76,"Le 19 mars 1962, les accords d'Evian entrent en application ayant pour effet immédiat un céssez-le-feu sur le terrtitoire algérien.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Accords_d'%C3%89vian,Dénommée le 23.01.2007 d'après les données de JP.FORISSIER / Prolongement le 22.01.2008,"{""type"":""LineString"",""coordinates"":[[5.73844204236508,45.191198823868],[5.73880711738623,45.191136855363],[5.73925095054956,45.1911549544988],[5.73961742334446,45.1912654911811],[5.73994612071112,45.1913340928219],[5.7403453352188,45.1913454244442],[5.74082059513428,45.1912503710851],[5.74103823327641,45.1910913176075],[5.74119344662676,45.1908974528139],[5.74130548738179,45.1904304297941],[5.74129166557915,45.1900540408008],[5.74143225900227,45.1897866288927],[5.74159355573221,45.1896296324046],[5.74193924497708,45.1893851339913],[5.74210780461088,45.1892397834332],[5.74225524635378,45.1890179234528],[5.74227961653843,45.1889812527273],[5.74234652670702,45.1889454379648],[5.74241749205064,45.1889137659502],[5.74249200046177,45.1888864643561],[5.74256951497745,45.1888637299365],[5.74264947697221,45.188845726531],[5.7427313101845,45.1888325838844],[5.74281442486893,45.1888243967113],[5.74289822204589,45.1888212240139],[5.74298209781798,45.1888230886567],[5.74306544782736,45.1888299767333],[5.74318837331615,45.1888481844835],[5.74331304907266,45.1888588995608],[5.74343856356551,45.1888620429149],[5.74356399888081,45.1888575915577],[5.74368843768338,45.1888455780429],[5.74381096992721,45.1888260902277],[5.74393069951155,45.1887992706305],[5.74404675083508,45.1887653153881],[5.7441582752008,45.1887244728211],[5.74426445702243,45.1886770416179],[5.74436451861521,45.1886233676463],[5.74461037539178,45.1885156037364],[5.74486276043346,45.1884156715257],[5.74512117428826,45.1883237671516],[5.74618396575963,45.18813931758]]}"
1349,Rue de la Solidarité,6416,2007-11-19,oui,oui,RHIN ET DANUBE (AVENUE),RHIN ET DANUBE (AVENUE),2007,2007-11-19,,2950W 642,"Du dérivé latin ""solidus"", le terme solidarité désigne le rapport existant entre des personnes ayant une communauté d'intérêts et étant liées les unes aux autres.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Solidarit%C3%A9_(notion),Dénommée le 13.11.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.70249509708892,45.1707120341059],[5.70348420324083,45.1706781444165],[5.70493544539147,45.1706285582462]]}"
1350,Rue des Pins,5751,2007-11-19,oui,oui,CONSTANTINE (AVENUE DE),EUROPE (AVENUE DE L'),2007,2007-11-19,,2950W 643,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Dénommée le 13.11.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.73603463606786,45.1601889891163],[5.73615253491054,45.1593761819729],[5.73606985057918,45.1592605492385]]}"
1351,Place de l'Amitié,415,2007-11-19,oui,oui,CENT QUARANTIEME RIA (RUE DU),SANS ISSUE,2007,2007-11-19,,2950W 645,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Amiti%C3%A9,Dénommée le 13.11.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.74113058986149,45.1752324720366],[5.74098356858703,45.1751910949697],[5.74072570293506,45.1751185217221]]}"
1352,Placette Claude Debussy,1621,2007-11-19,oui,oui,MARECHAL FOCH (BOULEVARD),CLAUDE DEBUSSY (RUE),2007,2007-11-19,,2950W 646,"Claude Debussy, né à Saint-Germain-en-Laye le 22 août 1862 et mort à Paris le 25 mars 1918, compositeur.",Inconnue,Inconnue,Inconnue,Inconnue,https://fr.wikipedia.org/wiki/Claude_Debussy,Dénommée le 13.11.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.71778507912117,45.1798494752314],[5.71784776178805,45.1800348828545],[5.71778461011853,45.1804518997561]]}"
1369,Esplanade des Communes Compagnon de la Libération,1171,2008-01-28,oui,oui,,,Inconnue,2019-11-02,,Inconnue,"Entre 1941 et 1946, l'ordre de la Libération attribuera la Croix de la Libération à cinq communes françaises, dont Grenoble par décret du 4 mai 1944 (les autres communes sont Nantes, Paris, Vassieux-en-Vercors et Ile de Sein.",,Inconnue,Inconnue,Inconnue,http://www.ordredelaliberation.fr/fr_doc/4_2_commune.html,Ajout,"{""type"":""LineString"",""coordinates"":[[5.73296119812915,45.1843692640636],[5.73404917413671,45.1842557970455],[5.73441426579116,45.1842177185493]]}"
1389,Espace Honoré Bonnet,3615,2008-01-28,oui,oui,PAUL MISTRAL (PARC),CLEMENCEAU (BOULEVARD),2008,2008-01-28,,2951W 96,,ANNEAU DE VITESSE,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73728800011723,45.1838359036049],[5.73796168224689,45.1841852285606],[5.73793564003425,45.1833591788741]]}"
1412,Parc de Ouagadougou,5346,2007-01-29,oui,oui,GEORGES DE MANTEYER (RUE),JEUX OLYMPIQUES (AVENUE DES),2007,2007-01-29,,2950W 73,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,dénommé le 23.01.2007 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.74248426946939,45.1740560332778],[5.74302443060156,45.1729495388301]]}"
1429,Esplanade Alain Le Ray,172,2008-01-28,oui,oui,GAMBETTA (BOULEVARD),ALOYZI KOSPICKI (ALLEE),2008,2008-01-28,,2951W 98,"Alain Le Ray, né à Paris le 3 octobre 1910 et mort à Paris le 4 juin 2007, officier, résistant, premier chef militaire du maquis du Vercors (1943) et chef des FFI de l'Isère (1944-1945).",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Alain_Le_Ray,Dénommée le 22.01.2008 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.72606627715621,45.1840620524768],[5.7246355155453,45.1835984157802]]}"
1449,Rue Aimé Césaire,161,2008-09-22,oui,oui,ANATOLE FRANCE (RUE),EAUX CLAIRES (RUE DES),2008,2008-09-22,,2951W 524,Aimé Fernand David Césaire né le 26 juin 1913 à Basse-Pointe et mort le 17 avril 2008 à Fort-de-France. Poète et homme politique français martiniquais.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Aim%C3%A9_Cesaire,Dénommée le 16.09.2008 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.70669570280977,45.172409678935],[5.70672935842926,45.1729828123736],[5.70675286804011,45.173453087095],[5.70679598857048,45.1740338228253]]}"
1450,Rue Martin Luther King,4881,2008-09-22,oui,oui,RHIN ET DANUBE (AVENUE),DOCTEUR SCHWEITZER (RUE),2008,2008-09-22,,2951W 524,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Dénommée le 16.09.2008 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.70506372550413,45.1730369625022],[5.70672935842926,45.1729828123736],[5.70782002605338,45.1729470908815]]}"
1451,Allée Rosa Parks,6101,2008-09-22,oui,oui,AIME CESAIRE (RUE),DOCTEUR SCHWEITZER (RUE),2008,2008-09-22,,2951W 524,"Rosa Louise McCauley Parks, née à Tuskegee en Alabama le 4 février 1913 et morte à Détroit dans le Michigan le 24 octobre 2005, couturière e figure emblématique de la lutte contre la ségrégation raciale aux Etats-Unis.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Rosa_Parks,Dénommée le 16.09.2008 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.70679598857048,45.1740338228253],[5.70686861264045,45.1739388987654],[5.70720388673033,45.1739272758986],[5.70806446302815,45.1737613699233]]}"
1452,Allée Léopold Sédar Senghor,4351,2008-09-22,oui,oui,AIME CESAIRE (RUE),DOCTEUR SCHWEITZER (RUE),2008,2008-09-22,,2951W 524,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.70675286804011,45.173453087095],[5.70774382269576,45.173424379837],[5.70791092394183,45.173351924503]]}"
1489,Rue Guy Môquet,3413,2009-05-18,oui,oui,ALFRED DE VIGNY (RUE),LECONTE DE L'ISLE (RUE),2009,2009-05-18,,2966W 287,"Guy Môquet, né à Paris le 26 avril 1924 et mort à Châteaubriant le 22 octobre 1941, militant communiste, célèbre pour avoir été le plus jeune des quarante-huit otages fusillés, le 22 octobre 1941, à Châteaubriant, Nantes et Paris en représailles après la ",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Guy_M%C3%B4quet,Dénommée le 12.05.2009 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.7267619113851,45.1678918198296],[5.72549486194384,45.1686123912896]]}"
1549,Placette Prémol,5827,2009-09-28,oui,oui,MARIE REYNOARD (AVENUE),HENRI DUHAMEL (RUE),2009,2009-09-29,,2966W 507,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Ne figure pas dans le doc XLS / Figure sur le Guichet Carto,"{""type"":""LineString"",""coordinates"":[[5.7286535279365,45.1638165713885],[5.72788320717949,45.1638134736616],[5.72711817147498,45.1638103921411]]}"
1550,Place d'Agier,129,2009-09-28,oui,oui,AGIER (RUE D' ),SAINT-ANDRE (EGLISE),2009,2009-09-28,,2966W 508,"Pierre Claude Noël Dédelay d'Agier, né à Romans le 25 décembre 1750 et mort à Bourg-de-Péage le 4 août 1827.Ecrivain et homme politique français, Maire de Romans, Sénateur, Comte d'Empire, Pair de France.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Claude-Pierre_Dellay_d%27Agier,Ne figure pas dans le doc XLS / Figure sur le Guichet Carto (dénommée depuis 1893 d'après Dreyfus) / dénommée le 22.09.2009 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.72767338449069,45.1923942647885],[5.72775229244011,45.1923959373221],[5.72797202859437,45.1924838979147],[5.72799199033837,45.1925845694084],[5.72786307003942,45.1926175459454],[5.72791152595765,45.1927124977063],[5.72770283060975,45.1927698887595],[5.72764069347601,45.1926471105254],[5.72767338449069,45.1923942647885]]}"
1551,Esplanade Pierre Fugain,5695,2009-09-28,oui,oui,GAMBETTA (BOULEVARD),HOCHE (JARDIN),2009,2009-09-28,,2966W 506,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Dénommée le 22.09.2009 d'après les données de JP.FORISSIER,"{""type"":""LineString"",""coordinates"":[[5.72606627715621,45.1840620524768],[5.72746807543809,45.1844061680074]]}"
1553,Rue René Vulliez,5955,2010-07-05,oui,oui,ALFRED DE VIGNY (RUE),LECONTE DE L'ISLE (RUE),2010,2010-07-05,9-A015,Inconnue,"René Vulliez, né à Lyon en 1919 et mort en déportation en 1945. Résistant sous le pseudonyme ""Laurent"".",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Ajout,"{""type"":""LineString"",""coordinates"":[[5.72750781581461,45.168550686139],[5.72624479092872,45.1692613663502],[5.72623494343447,45.1692669072246]]}"
1555,Rue Roger Josserand,6062,2010-12-20,oui,oui,GRAILLE (QUAI DE LA),HENRI TARZE (RUE),2010,2010-12-20,49-A006,Inconnue,"Roger Josserand, né à Millau le 28 février 1917 et mort à Grenoble en 2009, résistant. ",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71117131530075,45.1984217840033],[5.71203645577667,45.1986154591048],[5.71226811775523,45.1987396335143],[5.71283147182078,45.1988596011561],[5.7142197685801,45.199155228405]]}"
1556,Rue Henry Duffourd,3515,2010-12-20,oui,oui,VILLARD DE LANS (RUE DU),ROGER JOSSERAND (RUE),2010,2010-12-20,49-A006,Inconnue,"Henry Duffourd, né à Aix les Bains le 15 août 1917 et mort à Grenoble le 25 janvier 2010, résistant.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Ajout,"{""type"":""LineString"",""coordinates"":[[5.71226811775523,45.1987396335143],[5.71257383421805,45.1976221437083]]}"
1574,Rue Joseph-François Girot,3985,2010-12-20,oui,oui,BLANCHE MONIER (RUE),HALAGE (CHEMIN DE),2010,2010-12-20,49-A006,Inconnue,,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Girot,Ajout,"{""type"":""LineString"",""coordinates"":[[5.7423480966195,45.1964675617279],[5.74038895861607,45.1966131872662]]}"
1595,Espace Chantal Mauduit,1384,2010-07-05,oui,oui,,,,2019-11-02,,,,,,,,,,"{""type"":""LineString"",""coordinates"":[[5.72815385146074,45.1612928481651],[5.7281785359327,45.1605124053739],[5.7281129218902,45.1604494218549],[5.72790788002157,45.1602525991653],[5.72790932489722,45.159602435085]]}"
1596,Place Maurice Novarina,4938,2010-07-05,oui,oui,AU PIED DES TOURS HENRI DUHAMMEL,,2010,2010-09-28,,Inconnue,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Ajout,"{""type"":""LineString"",""coordinates"":[[5.72397096120749,45.1638791011604],[5.72415763827865,45.1639313111415],[5.72434222517535,45.1639582322992]]}"
1614,Rue Docteur Prosper Payerne,5863,2011-09-01,oui,oui,,,2011,2011-05-23,21-A014,Inconnue,"Prosper Payerne, né à Theys le 27 février 1806 et mort à Cherbourg le 11 avril 1886, scientifique.",Inconnue,Inconnue,Inconnue,Inconnue,http://www.wikimanche.fr/Prosper_Payerne,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70288648776326,45.1854398721727],[5.70345259071,45.1854211118813],[5.70458137960395,45.1853836962818],[5.70570606029935,45.1853464059209]]}"
1654,Pont de Chartreuse,1545,2011-09-13,oui,oui,,,Inconnue,2019-11-02,,Inconnue,"Le massif de la Chartreuse est un massif montagneux des Préalpes, culminant à Chamechaude à 2 082 mètres d'altitude.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Chartreuse,Ajout,"{""type"":""LineString"",""coordinates"":[[5.73242792460573,45.1975849561196],[5.73273935594787,45.197497153699],[5.73372956630841,45.1972179744166]]}"
1674,Rue Louis Aragon,4492,2011-10-17,non,oui,,,2011,2011-10-17,14-A013,Inconnue,"Louis Aragon, né à Paris en 1897 et mort à Paris le 24 décembre 1982, médecin, poète, romancier, journaliste et résistant.",Aucune,,Aucune,,http://fr.wikipedia.org/wiki/Louis_Aragon,Ajout,"{""type"":""LineString"",""coordinates"":[[5.7048835279295,45.1696537766749],[5.70344187774619,45.1696921858588]]}"
1676,Rue Elsa Triolet,2493,2011-10-17,oui,oui,,,2011,2011-10-17,14-A013,Inconnue,"Elsa Triolet, née Ella Kagan à Moscou le 12 septembre 1896 et morte à Saint-Arnoult-en-Yvelines le 16 juin 1970, femme de lettres et résistante.",Aucune,,Aucune,,http://fr.wikipedia.org/wiki/Elsa_Triolet,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70348420324083,45.1706781444165],[5.70344187774619,45.1696921858588]]}"
1677,Cour de l'Alma,319,2011-10-17,oui,oui,,,2011,2011-10-17,14-A013,Inconnue,La bataille de l'Alma fut la première victoire des troupes franco-anglaises au cours de la guerre de Crimée.,Aucune,,Aucune,,http://fr.wikipedia.org/wiki/Bataille_de_l'Alma,Ajout,"{""type"":""LineString"",""coordinates"":[[5.73431086853969,45.1921824817356],[5.73404110547434,45.1917671502494],[5.73373315003143,45.1912930089875]]}"
1736,Passage Sainte Claire,,2012-02-14,oui,oui,,,Inconnue,2019-11-02,,Inconnue,,,Inconnue,Inconnue,Inconnue,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.73041459111493,45.190697801282],[5.72984744599611,45.1907495232503],[5.72916991950182,45.1908113079311]]}"
1748,Square Léon Blum,,2012-02-14,oui,oui,,,Inconnue,2019-11-02,,Inconnue,,,Inconnue,Inconnue,Inconnue,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.72304935344964,45.1699147667913],[5.72294329404177,45.1695579825589],[5.72288303045399,45.1693552535956],[5.72296851790349,45.168957073015]]}"
1834,Square Berthelot - Malherbe,,2012-07-09,oui,oui,,,Inconnue,2019-11-02,,Inconnue,Ainsi dénommée en référence aux voies auquel le square se rattache.,,Inconnue,Inconnue,Inconnue,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.73213600825485,45.1688492902837],[5.73263283688946,45.169105088373],[5.73262577800365,45.1693573058551],[5.732606874793,45.1700327159165]]}"
1874,Rue Winston Churchill,0168,2013-11-18,non,oui,MARTYRS (AVENUE DES),ABBE PIERRE (RUE) / ILE DE SEIN (RUE DE L'),2013,2013-11-12,60-A039,3111W 589,"Winston Churchill, né à Woodstock le 30 novembre 1874 et mort à Londres le 24 janvier 1965, homme d'Etat britannique, 1er ministre du Royaume-Unis de 1940 à 1945. Sa lucidité et son action a été décisive face au nazisme pendant la 2ème guerre mondiale.",,Inconnue,Inconnue,Inconnue,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70414673862359,45.2024590404899],[5.70488679790458,45.2030887797365],[5.70547914429326,45.2035639770117],[5.70608818223069,45.2040863839468]]}"
1875,Rue de Nantes,5240,2013-11-18,non,oui,WINSTON CHURCHILL (RUE),ABBE PIERRE (RUE),2013,2013-11-12,60-A039,3111W 589,"Nantes, Ville chef-lieu du département de la Loire-Atlantique et préfecture de la région Pays de la Loire, dont le rôle dans la Résistance lui valut d'être honore par la Croix de la Libération.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Presqu%27%C3%AEle_(Grenoble),Ajout,"{""type"":""LineString"",""coordinates"":[[5.70468679456393,45.2041697344721],[5.70547914429326,45.2035639770117],[5.70547920710258,45.2035639291279],[5.70571952285722,45.2033807190394],[5.7057831063285,45.2033322444768],[5.70604319668214,45.2031339564011],[5.70635930484885,45.2028929587254]]}"
1876,Rue de l'Ile de Sein,3662,2013-11-18,non,oui,WINSTON CHURCHILL (RUE),RENE MAUS (RUE),2013,2013-11-12,60-A039,3111W 589,"Ile-de-Sein, commune du département du Finistère, dans la région Bretagne, Compagnon de la Libération",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/%C3%8Ele-de-Sein,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70608818223069,45.2040863839468],[5.70615081420694,45.2040477709131],[5.7062576276528,45.2039642298781],[5.70628038371367,45.2039174124205],[5.70631897877158,45.2038345526988],[5.70634483378374,45.2037790444362],[5.7063934637101,45.2036746402807],[5.70666439646948,45.2030930692088],[5.70702196282025,45.2023252639605]]}"
1877,Rue Aimé Requet,0167,2013-11-18,non,oui,WINSTON CHURCHILL (RUE),ABBE PIERRE (RUE),2013,2013-11-12,60-A039,3111W 589,"Adjudant chef Aimé Requet, résistant grenoblois, adjoint du Commandant Louis Nal des Groupes Francs de l'Isère, fut l'auteur de la destruction de dépôt de munitions allemand du polygone d'artillerie de la prequ'île.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Presqu%27%C3%AEle_(Grenoble),Ajout,"{""type"":""LineString"",""coordinates"":[[5.70388157083292,45.203855596098],[5.70488679790458,45.2030887797365],[5.70495638880999,45.2030334004428],[5.70511932832878,45.2029091696387],[5.70517019818752,45.2028703845155],[5.70570417923025,45.2024632524214],[5.70641067085286,45.2019245652374],[5.70719762699489,45.2013238689907],[5.70762074047271,45.2010011147497],[5.70768324519916,45.200945314183],[5.70776362287654,45.2008589000527],[5.70791923453411,45.2006785019227]]}"
1878,Rue Capitaine Lanvin-Lespiau,1263,2013-11-18,non,oui,MARTYRS (AVENUE DES),ILE DE SEIN (RUE DE L'),2013,2013-11-12,60-A039,3111W 589,"Capitaine André Lespiau dit Lanvin, résistant.",Aucune,Aucune,Aucune,Aucune,http://www.maquisdeloisans.fr/index.html,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70486481898959,45.2019088294745],[5.70515845302778,45.2021055646257],[5.7052638488431,45.2021746535867],[5.70570417923025,45.2024632524214],[5.70635930484885,45.2028929587254],[5.70666439646948,45.2030930692088]]}"
1879,Rue René Maus,5947,2013-11-18,non,oui,MARTYRS (AVENUE DES),ILE DE SEIN (RUE DE L'),2013,2013-11-12,60-A039,3111W 589,"René Maus, résistant et déporté.",Aucune,Aucune,Aucune,Aucune,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70557312372839,45.201373495139],[5.70580359682189,45.2015266225748],[5.70589102455721,45.2015839328082],[5.70641067085286,45.2019245652374],[5.70702196282025,45.2023252639605]]}"
1880,Rue Marcelle Boninn,4772,2013-11-18,non,oui,MARTYRS (AVENUE DES),AIME REQUET (RUE),2013,2013-11-12,60-A039,3111W 589,"Marcelle Boninn, résistante et déportée.",Aucune,Aucune,Aucune,Aucune,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70719762699489,45.2013238689907],[5.70659042736899,45.2009258475218],[5.70635378784834,45.2007758107231]]}"
1881,Rue de Vassieux en Vercors,6744,2013-11-18,non,oui,MARTYRS (AVENUE DES),AIME REQUET (RUE),2013,2013-11-12,60-A039,3111W 589,"commune du département de la Drôme, en région Auvergne-Rhône-Alpes, Compagnon de la Libération pour les hauts faits de résistance durant l'occupation.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Vassieux-en-Vercors,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70791923453411,45.2006785019227],[5.70739226224522,45.2003330724857],[5.70731080921006,45.2002796795695],[5.70713883990327,45.2001752890181]]}"
1882,Avenue des Martyrs,4890,2013-11-18,oui,oui,FELIX ESCLANGON (RUE),ECHANGEUR DU SYNCHROTRON,2013,2013-11-12,60-A039,3111W 589,,Martyrs (Rue des),Aucune,Buttes (chemin des),Inconnue,Aucun lien externe trouvé.,Ajout,"{""type"":""MultiLineString"",""coordinates"":[[[5.70076664236369,45.205033818561],[5.7019525055672,45.2041383746591],[5.70302474110926,45.2033177676205],[5.70414673862359,45.2024590404899],[5.70486481898959,45.2019088294745],[5.70557312372839,45.201373495139],[5.70635378784834,45.2007758107231],[5.70713883990327,45.2001752890181],[5.70927931042845,45.1985486082275]],[[5.67980171424874,45.2132119127522],[5.68130614603588,45.2124012704944],[5.68330522559991,45.2116112730421],[5.68463894465795,45.211265844167],[5.68502149772332,45.211196655996],[5.68554823354227,45.211135203351],[5.68672213218828,45.2108454791448],[5.68775661068158,45.2105901523012],[5.69013538863859,45.2101969343783],[5.69347324456199,45.2097564227446],[5.69487037589414,45.209367525173],[5.69561434088593,45.208930596223],[5.6958842091612,45.2087287645907],[5.69874062044767,45.2065911209589],[5.69999163166649,45.2056548325793]]]}"
1894,Place Nelson Mandela,5255,2013-12-16,oui,oui,MARTYRS (AVENUE),DURAND SAVOYAT (RUE),2013,2013-12-16,1-G002,Inconnue,"Nelson Rolihlahla Mandela, né à Mvezo le 18 juillet 1918 et mort à Johannesburg le 5 décembre 2013, homme d'État sud-africain il fût le premier Président noir de l'Afrique du Sud; sa vie fût consacrée à des missions internationales de pacification et de m",Aucune,Aucune,Aucune,Aucune,http://fr.wikipedia.org/wiki/Nelson_Mandela,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70983065497827,45.1977584570881],[5.70967966512412,45.1981583938714],[5.70927931042845,45.1985486082275]]}"
1914,Square Louise Colet,4529,2014-05-26,oui,oui,DEUX MONDES (ALLEE DES),ALFRED DE MUSSET (RUE),2014,2014-05-26,4-A016,3157W 141,"Louise Colet, née à Aix-en-Provence le 15 septembre 1810 et morte à Paris le 8 mars 1876, poétesse et femme de lettre.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Louise_Colet,Ajout,"{""type"":""LineString"",""coordinates"":[[5.7268321025923,45.1646459735078],[5.72724015331224,45.1648170139446],[5.7272315951281,45.1652030029625]]}"
1974,Route RN 481,,2011-02-23,oui,oui,,,,2019-11-02,,,,,,,,,,"{""type"":""LineString"",""coordinates"":[[5.71831354978544,45.1937118530251],[5.71814432377651,45.1937742657322],[5.71775545492764,45.1939430506384],[5.71734659708366,45.1941954960792],[5.71695120182005,45.1945281626486],[5.71663562788183,45.1948895578786],[5.71646829865997,45.1951174797714],[5.71626818090088,45.1954398253155],[5.71615238016655,45.1956769934173],[5.71606994117832,45.1958730574673],[5.71600489573922,45.1960666533531],[5.71596422361107,45.1962231343577],[5.71592383396727,45.1964033442985],[5.71591021786137,45.1964925828893],[5.71589472590101,45.1966256221992],[5.71588815548788,45.196760086426],[5.7158852906079,45.1968456979267],[5.71588421645092,45.1968777970016],[5.71588871977822,45.1969652128144],[5.71589778628429,45.1971147566715],[5.71592697936729,45.1973075615251],[5.7159653861979,45.1975037458905],[5.71602842751503,45.1977368108819],[5.71610619553682,45.1979909792048],[5.71628074967854,45.1985166473982],[5.71637395884405,45.1988300612532],[5.71643151640544,45.1990747935493],[5.71647477353854,45.1993774558558],[5.71648323991729,45.1995490881804],[5.71647850779565,45.1997518016964],[5.7164707654137,45.1998190428482]]}"
1994,Rue Colombine,1718,2016-02-29,oui,oui,ARLEQUIN (RUE DE L'),MARIE REYNOARD (AVENUE),2016,2016-02-29,4-A001,3218W 41,"Colombine, comme Arlequin, personnage type de la commedia dell'arte, parfois présentée comme la fille de Pantalon.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Colombine_(commedia_dell%27arte),Ajout,"{""type"":""LineString"",""coordinates"":[[5.7286194211191,45.1646786524255],[5.73029237076968,45.1647078141283],[5.7313879292895,45.1647927755323]]}"
